Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2016,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2017,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2018,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2019,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2020,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2021,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2022,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2023,0,0
Rajvardhan Hangargekar,LSG,AR,0.30,0.3,Lucknow Super Giants,2024,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2008,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2009,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2010,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2011,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2012,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2013,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2014,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2015,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2016,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2017,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2018,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2019,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2020,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2021,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2022,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2023,0,0
Arshin Kulkarni,LSG,AR,0.30,0.3,Lucknow Super Giants,2024,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2008,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2009,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2010,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2011,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2012,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2013,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2014,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2015,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2016,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2017,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2018,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2019,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2020,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2021,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2022,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2023,0,0
Ashwani Kumar,MI,BOWL,0.30,0.3,Mumbai Indians,2024,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2008,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2009,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2010,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2011,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2012,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2013,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2014,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2015,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2016,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2017,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2018,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2019,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2020,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2021,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2022,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2023,0,0
Akash Singh,LSG,BOWL,0.30,0.3,Lucknow Super Giants,2024,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2008,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2009,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2010,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2011,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2012,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2013,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2014,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2015,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2016,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2017,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2018,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2019,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2020,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2021,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2022,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2023,0,0
Gurjapneet Singh,CSK,BOWL,0.30,2.2,Chennai Super Kings,2024,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2008,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2009,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2010,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2011,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2012,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2013,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2014,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2015,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2016,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2017,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2018,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2019,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2020,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2021,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2022,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2023,0,0
Matthew Breetzke,LSG,BAT,0.75,0.75,Lucknow Super Giants,2024,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2008,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2009,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2010,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2011,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2012,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2013,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2014,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2015,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2016,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2017,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2018,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2019,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2020,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2021,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2022,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2023,0,0
Mitchell Santner,MI,AR,2.00,2.0,Mumbai Indians,2024,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2008,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2009,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2010,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2011,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2012,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2013,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2014,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2015,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2016,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2017,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2018,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2019,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2020,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2021,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2022,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2023,0,0
Jayant Yadav,GT,AR,0.75,0.75,Gujarat Titans,2024,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2008,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2009,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2010,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2011,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2012,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2013,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2014,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2015,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2016,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2017,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2018,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2019,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2020,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2021,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2022,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2023,0,0
Fazalhaq Farooqi,RR,BOWL,2.00,2.0,Rajasthan Royals,2024,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2008,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2009,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2010,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2011,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2012,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2013,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2014,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2015,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2016,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2017,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2018,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2019,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2020,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2021,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2022,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2023,0,0
Kwena Maphaka,RR,BOWL,0.75,1.5,Rajasthan Royals,2024,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2008,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2009,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2010,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2011,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2012,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2013,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2014,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2015,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2016,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2017,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2018,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2019,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2020,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2021,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2022,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2023,0,0
Kuldeep Sen,PBKS,BOWL,0.75,0.8,Punjab Kings,2024,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2008,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2009,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2010,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2011,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2012,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2013,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2014,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2015,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2016,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2017,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2018,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2019,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2020,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2021,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2022,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2023,0,0
Reece Topley,MI,BOWL,0.75,0.75,Mumbai Indians,2024,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2008,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2009,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2010,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2011,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2012,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2013,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2014,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2015,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2016,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2017,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2018,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2019,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2020,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2021,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2022,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2023,0,0
Lizaad Williams,MI,BOWL,0.75,0.75,Mumbai Indians,2024,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2008,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2009,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2010,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2011,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2012,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2013,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2014,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2015,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2016,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2017,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2018,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2019,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2020,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2021,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2022,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2023,0,0
Priyansh Arya,PBKS,AR,0.30,3.8,Punjab Kings,2024,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2008,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2009,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2010,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2011,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2012,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2013,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2014,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2015,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2016,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2017,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2018,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2019,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2020,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2021,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2022,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2023,0,0
Manoj Bhandage,RCB,AR,0.30,0.3,Royal Challengers Bengaluru,2024,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2008,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2009,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2010,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2011,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2012,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2013,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2014,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2015,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2016,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2017,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2018,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2019,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2020,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2021,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2022,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2023,0,0
Praveen Dubey,PBKS,AR,0.30,0.3,Punjab Kings,2024,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2008,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2009,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2010,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2011,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2012,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2013,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2014,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2015,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2016,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2017,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2018,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2019,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2020,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2021,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2022,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2023,0,0
Ajay Mandal,DC,AR,0.30,0.3,Delhi Capitals,2024,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2008,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2009,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2010,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2011,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2012,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2013,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2014,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2015,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2016,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2017,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2018,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2019,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2020,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2021,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2022,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2023,0,0
Vipraj Nigam,DC,AR,0.30,0.5,Delhi Capitals,2024,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2008,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2009,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2010,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2011,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2012,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2013,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2014,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2015,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2016,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2017,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2018,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2019,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2020,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2021,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2022,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2023,0,0
Krishnan Shrijith,MI,BAT,0.30,0.3,Mumbai Indians,2024,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2008,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2009,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2010,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2011,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2012,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2013,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2014,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2015,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2016,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2017,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2018,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2019,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2020,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2021,0,0
Mohit Rathee,RCB,BOWL,0.30,0.3,Royal Challengers Bengaluru,2022,0,0
